locus_tag	Lygos_24_1A	Lygos_24_1B	Lygos_24_2A	Lygos_24_2B	Lygos_48_1A	Lygos_48_1B	Lygos_48_2A	Lygos_48_2B
BOH78_5480	2.0	1.0		2.0	2.0	2.0	3.0	2.0
BOH78_5476	1.0	3.0	1.0	1.0	1.0	2.0	1.0	1.0
BOH78_5475	1.0	1.0	3.0	2.0	1.0		3.0	
BOH78_5474	1.0		4.0	2.0	1.0		1.0	
BOH78_5472	1.0	1.0	1.0	1.0		1.0		1.0
BOH78_5470		1.0	1.0	1.0		1.0	1.0	1.0
BOH78_5465	2.0			2.0	2.0	1.0		
BOH78_5462	9.0	12.0	10.0	11.0	6.0	13.0	5.0	12.0
BOH78_5457	5.0	5.0	5.0	3.0	5.0	4.0	6.0	7.0
BOH78_5458			1.0				1.0	1.0
BOH78_5459	1.0	1.0		1.0		1.0	1.0	1.0
BOH78_5455			1.0	1.0				
BOH78_5454		3.0	8.0	6.0	1.0	5.0		1.0
BOH78_5452	21.0	24.0	13.0	19.0	26.0	26.0	7.0	24.0
BOH78_5446	2.0	2.0	1.0	1.0	2.0	2.0	1.0	2.0
BOH78_5445	5.0	4.0	9.0	8.0	5.0	5.0	8.0	7.0
BOH78_5442	24.0	23.0	33.0	31.0	23.0	16.0	35.0	33.0
BOH78_5441	1.0							
BOH78_5440	1.0	1.0	3.0	4.0	3.0	3.0	6.0	4.0
BOH78_5438	2.0	1.0	3.0	2.0	2.0	1.0	3.0	
BOH78_5437	26.0	22.0	22.0	23.0	32.0	20.0	15.0	18.0
BOH78_5434					1.0			
BOH78_5433		1.0		2.0	1.0	1.0	1.0	
BOH78_5431	5.0	4.0	6.0	6.0	5.0	4.0	4.0	5.0
BOH78_5432	1.0	1.0	1.0	1.0	1.0		1.0	1.0
BOH78_5424	6.0	2.0	5.0	5.0	7.0	4.0	3.0	4.0
BOH78_5426	3.0	12.0	4.0	5.0	5.0	10.0	5.0	5.0
BOH78_5423	3.0		1.0		2.0			
BOH78_5421	2.0	1.0	5.0	5.0	1.0	1.0	5.0	2.0
BOH78_5422	1.0	2.0	1.0	1.0				1.0
BOH78_5420							1.0	
BOH78_5418			1.0					
BOH78_5417	28.0	23.0	24.0	26.0	34.0	21.0	16.0	19.0
BOH78_5412	3.0	3.0	4.0	3.0	1.0		5.0	4.0
BOH78_5413	1.0	2.0	1.0	3.0			1.0	3.0
BOH78_5410	3.0	12.0	4.0	5.0	5.0	10.0	5.0	5.0
BOH78_5407	3.0				2.0			
BOH78_5406	5.0	4.0	4.0	3.0	4.0	4.0	3.0	3.0
BOH78_5219	2.0	1.0	3.0	2.0	2.0	1.0	3.0	
BOH78_5399	2.0	1.0	3.0	2.0	2.0	1.0	3.0	
BOH78_5398			1.0		1.0			
BOH78_5394	2.0	3.0	2.0	1.0	1.0	1.0	3.0	1.0
BOH78_5393	5.0	5.0	4.0	3.0	6.0	2.0	5.0	1.0
BOH78_5382	2.0	1.0	3.0	2.0	2.0	1.0	3.0	
BOH78_5380	1.0	4.0	4.0	5.0		1.0	4.0	3.0
BOH78_5381		1.0	3.0		1.0		3.0	1.0
BOH78_5377							1.0	2.0
BOH78_5376	9.0	8.0	13.0	13.0	5.0	7.0	12.0	10.0
BOH78_5374	3.0	3.0	3.0	2.0	4.0	3.0	2.0	2.0
BOH78_5373	29.0	22.0	26.0	25.0	37.0	20.0	16.0	21.0
BOH78_5368	1.0							1.0
BOH78_5367			1.0					
BOH78_5365			1.0	1.0	1.0	1.0	1.0	1.0
BOH78_5363	23.0	20.0	18.0	17.0	20.0	10.0	20.0	15.0
BOH78_5353	16.0	14.0	18.0	20.0	20.0	13.0	8.0	13.0
BOH78_5351	4.0		1.0		2.0			
BOH78_5349	1.0		2.0	1.0	1.0		1.0	
BOH78_5346	4.0		1.0		2.0			
BOH78_5347	12.0	12.0	16.0	14.0	15.0	11.0	15.0	9.0
BOH78_5345	50.0	49.0	65.0	62.0	66.0	53.0	57.0	50.0
BOH78_5344					1.0		1.0	
BOH78_5341	3.0	3.0	5.0	3.0	5.0	4.0	4.0	2.0
BOH78_5339	13.0	12.0	13.0	12.0	13.0	15.0	13.0	12.0
BOH78_5338		1.0						
BOH78_5333	5.0	5.0	6.0	9.0	3.0	6.0	6.0	5.0
BOH78_5335	4.0	5.0	3.0	4.0	3.0	2.0	5.0	3.0
BOH78_5334	1.0	1.0	1.0	2.0	1.0		1.0	1.0
BOH78_5336		1.0		1.0				1.0
BOH78_5331	2.0	1.0	4.0	3.0	3.0	3.0	3.0	4.0
BOH78_5326					1.0			1.0
BOH78_5324			2.0	1.0	1.0		1.0	
BOH78_5322	4.0		1.0		2.0			
BOH78_5313	9.0	11.0	11.0	8.0	18.0	12.0	30.0	19.0
BOH78_5312	2.0	1.0	4.0	2.0	1.0		2.0	4.0
BOH78_5311	4.0	8.0	11.0	8.0	3.0	4.0	10.0	4.0
BOH78_5308	16.0	14.0	18.0	20.0	20.0	13.0	8.0	13.0
BOH78_5309	1.0						1.0	
BOH78_5305	2.0	2.0	2.0	2.0	3.0	2.0	3.0	1.0
BOH78_5306		1.0	3.0	2.0	3.0			1.0
BOH78_5298	24.0	23.0	33.0	31.0	23.0	16.0	35.0	33.0
BOH78_5296	4.0	4.0	4.0	7.0	4.0	4.0	3.0	6.0
BOH78_5292			1.0				1.0	1.0
BOH78_5293	1.0	1.0		1.0		1.0	1.0	1.0
BOH78_5291	5.0	4.0	4.0	3.0	4.0	4.0	4.0	5.0
BOH78_5294	8.0	4.0	11.0	10.0	9.0	7.0	9.0	6.0
BOH78_5290	1.0		2.0	1.0	1.0	1.0	1.0	
BOH78_5289	1.0	1.0	2.0	1.0	2.0	1.0	1.0	
BOH78_5288	14.0	11.0	13.0	9.0	16.0	12.0	12.0	13.0
BOH78_5284					1.0		1.0	
BOH78_5283	4.0	2.0	4.0	2.0	7.0	4.0	4.0	3.0
BOH78_5274	14.0	10.0	8.0	9.0	7.0	7.0	5.0	9.0
BOH78_5275							1.0	
BOH78_5272	1.0	1.0		1.0	1.0		1.0	1.0
BOH78_5269	7.0	9.0	8.0	9.0	7.0	5.0	6.0	8.0
BOH78_5270	2.0	1.0	3.0	1.0	2.0	2.0	2.0	2.0
BOH78_5271			1.0	1.0				
BOH78_5267	6.0	8.0	5.0	8.0	7.0	6.0	5.0	10.0
BOH78_5268	16.0	19.0	19.0	19.0	13.0	12.0	12.0	15.0
BOH78_5265	2.0	2.0	5.0	4.0	1.0		3.0	2.0
BOH78_5263	12.0	10.0	15.0	14.0	16.0	8.0	13.0	13.0
BOH78_5262					2.0			
BOH78_5261	221.0	187.0	210.0	203.0	248.0	219.0	174.0	184.0
BOH78_5264	9.0	8.0	9.0	9.0	9.0	8.0	6.0	4.0
BOH78_5259			1.0	2.0				
BOH78_5254							1.0	
BOH78_5255	9.0				12.0		39.0	1.0
BOH78_5258	1.0		1.0	1.0	1.0		1.0	1.0
BOH78_5256	1.0				5.0		20.0	
BOH78_5245	6.0	5.0	6.0	7.0	9.0	3.0	2.0	3.0
BOH78_5244	7.0	6.0	2.0	3.0	6.0	4.0	4.0	5.0
BOH78_5242				1.0				
BOH78_5240	17.0	23.0	18.0	21.0	22.0	14.0	18.0	24.0
BOH78_5239	1.0		1.0		1.0		1.0	1.0
BOH78_5235					2.0	1.0	1.0	
BOH78_5233	1.0	1.0					1.0	1.0
BOH78_5234	5.0	5.0	2.0	4.0	1.0	3.0	1.0	5.0
BOH78_5230	7.0	4.0	10.0	9.0	6.0	5.0	9.0	4.0
BOH78_5232			1.0					
BOH78_5229	2.0	1.0	1.0	2.0	1.0	1.0	2.0	
BOH78_5227	1.0	1.0	1.0	1.0				1.0
BOH78_5226					1.0			1.0
BOH78_5224	28.0	26.0	23.0	19.0	28.0	28.0	34.0	18.0
BOH78_5223	15.0	8.0	10.0	10.0	11.0	6.0	8.0	8.0
BOH78_5222	1.0	2.0	4.0	6.0	1.0		3.0	5.0
BOH78_5220	1.0			1.0	1.0			
BOH78_5217	4.0	3.0	5.0	4.0	3.0	6.0	4.0	6.0
BOH78_5215	7.0	6.0	2.0	3.0	6.0	4.0	4.0	5.0
BOH78_5216	6.0	5.0	6.0	7.0	9.0	3.0	2.0	3.0
BOH78_5206	2.0	1.0	5.0	4.0	5.0	3.0	2.0	1.0
BOH78_5199	3.0	2.0	1.0	2.0	1.0			
BOH78_5201	6.0	3.0		3.0	5.0	2.0	4.0	
BOH78_5200	12.0	11.0	14.0	13.0	16.0	9.0	13.0	11.0
BOH78_5202	14.0	13.0	13.0	14.0	15.0	13.0	12.0	13.0
BOH78_5195	3.0	1.0	4.0	2.0	4.0	3.0	3.0	2.0
BOH78_5196	1.0	1.0	4.0	4.0	2.0	2.0	3.0	4.0
BOH78_5192				1.0	1.0	1.0		
BOH78_5194			1.0	2.0	1.0	1.0	2.0	2.0
BOH78_5189		1.0		2.0	2.0			2.0
BOH78_5190	7.0	3.0	5.0	5.0	4.0	4.0	7.0	6.0
BOH78_5186	13.0	14.0	13.0	12.0	8.0	12.0	11.0	9.0
BOH78_5187	4.0	8.0	11.0	8.0	3.0	4.0	10.0	4.0
BOH78_5184	14.0	15.0	10.0	11.0	14.0	5.0	12.0	9.0
BOH78_5182					1.0			1.0
BOH78_5180			2.0	1.0	3.0	1.0	1.0	1.0
BOH78_5177	26.0	22.0	23.0	25.0	24.0	22.0	15.0	20.0
BOH78_5176			1.0	1.0	1.0	1.0	1.0	1.0
BOH78_5168					1.0			
BOH78_5160	18.0	22.0	21.0	19.0	19.0	15.0	24.0	16.0
BOH78_5157							1.0	
BOH78_5155		1.0						
BOH78_5145	5.0	14.0	5.0	8.0	7.0	10.0	8.0	7.0
BOH78_5144	7.0	15.0	7.0	10.0	9.0	11.0	10.0	9.0
BOH78_5142	4.0		1.0		2.0			
BOH78_5135	5.0	5.0	3.0	8.0	2.0	3.0	2.0	4.0
BOH78_5134	23.0	25.0	14.0	20.0	27.0	27.0	7.0	25.0
BOH78_5128	66.0	49.0	56.0	57.0	79.0	50.0	64.0	56.0
BOH78_5129	3.0		2.0	2.0	3.0		2.0	2.0
BOH78_5132	18.0	11.0	13.0	17.0	15.0	9.0	12.0	12.0
BOH78_5130	2.0	3.0		1.0	2.0	2.0	1.0	1.0
BOH78_5036	1.0	1.0	3.0	2.0		4.0	1.0	2.0
BOH78_5032			1.0					1.0
BOH78_5038	22.0	30.0	18.0	19.0	18.0	19.0	18.0	26.0
BOH78_5033	6.0	7.0	6.0	3.0	7.0	5.0	7.0	9.0
BOH78_5127	1.0	1.0	1.0	2.0	1.0	1.0		2.0
BOH78_5116	4.0	8.0	11.0	8.0	3.0	4.0	10.0	4.0
BOH78_5118	12.0	18.0	19.0	15.0	10.0	9.0	16.0	18.0
BOH78_5107	21.0	19.0	21.0	20.0	20.0	14.0	19.0	20.0
BOH78_5104	12.0	10.0	11.0	14.0	13.0	11.0	9.0	11.0
BOH78_5105		2.0	6.0	8.0	1.0	2.0		
BOH78_5102				1.0	1.0			
BOH78_5098	2.0	2.0	4.0	4.0	1.0	2.0	4.0	1.0
BOH78_5099	7.0	7.0	4.0	4.0	6.0	6.0	5.0	6.0
BOH78_5095	3.0	4.0	7.0	8.0	6.0	1.0	9.0	8.0
BOH78_5096	22.0	30.0	18.0	19.0	17.0	19.0	18.0	26.0
BOH78_5097	2.0	4.0	2.0	3.0	4.0	2.0	5.0	4.0
BOH78_5089	2.0	1.0	5.0			1.0	1.0	2.0
BOH78_5088	1.0						1.0	
BOH78_5087	16.0	14.0	18.0	20.0	20.0	13.0	8.0	13.0
BOH78_5083	12.0	10.0	20.0	15.0	9.0	8.0	19.0	10.0
BOH78_5084	26.0	27.0	36.0	37.0	17.0	13.0	39.0	18.0
BOH78_5074	1.0	1.0	3.0	1.0	3.0	2.0		1.0
BOH78_5061	2.0	1.0	5.0	5.0	1.0	1.0	5.0	2.0
BOH78_5063			1.0	1.0			2.0	
BOH78_5062	3.0	2.0	3.0	3.0	3.0			2.0
BOH78_5065					1.0			
BOH78_5059								1.0
BOH78_5057			2.0		3.0		1.0	2.0
BOH78_5052	9.0	6.0	4.0	2.0	12.0	6.0	7.0	3.0
BOH78_5056	9.0	3.0	7.0	8.0	6.0	6.0	9.0	5.0
BOH78_5042	5.0	3.0	3.0	3.0	3.0	4.0	2.0	3.0
BOH78_5039	4.0	5.0	5.0	7.0	4.0	6.0	5.0	6.0
BOH78_5029	4.0	3.0	6.0	3.0	3.0		3.0	3.0
BOH78_5028					1.0			
BOH78_5024	1.0	1.0	1.0	2.0	1.0	1.0		2.0
BOH78_5027	24.0	22.0	20.0	21.0	18.0	15.0	17.0	19.0
BOH78_5026	28.0	22.0	36.0	39.0	26.0	20.0	15.0	26.0
BOH78_5020	8.0	4.0	8.0	7.0	9.0	5.0	5.0	6.0
BOH78_5022				1.0				
BOH78_5018	3.0	12.0	4.0	5.0	5.0	10.0	5.0	5.0
BOH78_5015	1.0							
BOH78_5016	96.0	90.0	124.0	104.0	87.0	67.0	178.0	127.0
BOH78_5013	5.0	4.0	3.0	8.0	7.0	5.0	2.0	8.0
BOH78_4999					2.0	1.0	1.0	
BOH78_4997	2.0	1.0	3.0	2.0	2.0	1.0	3.0	
BOH78_4992	1.0					1.0		
BOH78_4991					1.0		1.0	
BOH78_4987		1.0	3.0	2.0	3.0			1.0
BOH78_4970	6.0	3.0		3.0	5.0	2.0	4.0	
BOH78_4971	12.0	11.0	14.0	13.0	16.0	9.0	13.0	11.0
BOH78_4972	5.0	4.0	5.0	5.0	7.0	2.0	3.0	5.0
BOH78_4973	27.0	22.0	23.0	22.0	23.0	20.0	15.0	22.0
BOH78_4974	2.0	1.0		1.0		1.0	1.0	1.0
BOH78_4975	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0
BOH78_4976	15.0	15.0	14.0	18.0	16.0	11.0	14.0	14.0
BOH78_4969	14.0	13.0	13.0	14.0	15.0	13.0	12.0	13.0
BOH78_4957	23.0	25.0	14.0	20.0	27.0	27.0	7.0	25.0
BOH78_4954	5.0	5.0	3.0	9.0	2.0	3.0	2.0	4.0
BOH78_4955	23.0	25.0	14.0	20.0	27.0	27.0	7.0	25.0
BOH78_4965	1.0	1.0		1.0	3.0			
BOH78_4964	3.0	3.0	6.0	6.0	3.0	1.0	4.0	5.0
BOH78_4963	10.0	8.0	11.0	10.0	8.0	7.0	8.0	10.0
BOH78_4961								1.0
BOH78_4960	4.0	2.0			3.0	3.0	1.0	1.0
BOH78_4952	4.0		1.0		3.0		1.0	
BOH78_4950			2.0	2.0			1.0	
BOH78_4951	10.0	10.0	13.0	9.0	8.0	9.0	15.0	11.0
BOH78_4949				1.0	1.0		1.0	
BOH78_4943	4.0	3.0	5.0	4.0	3.0	6.0	4.0	6.0
BOH78_4945	1.0							
BOH78_4947	5.0	5.0	9.0	6.0	5.0	6.0	4.0	8.0
BOH78_4946	6.0	8.0	4.0	9.0	6.0	9.0	9.0	4.0
BOH78_4948			1.0	1.0	1.0			
BOH78_4931	4.0	4.0	4.0	4.0	3.0	1.0	4.0	1.0
BOH78_4929	22.0	18.0	29.0	26.0	16.0	9.0	30.0	13.0
BOH78_4935			1.0		1.0		3.0	1.0
BOH78_4933	59.0	47.0	55.0	54.0	63.0	45.0	47.0	42.0
BOH78_4940	4.0	4.0	7.0	6.0	2.0	5.0	5.0	4.0
BOH78_4916	3.0	3.0	4.0	3.0	4.0	4.0	3.0	2.0
BOH78_4918	21.0	19.0	21.0	20.0	20.0	14.0	19.0	20.0
BOH78_4915	1.0	1.0	2.0	1.0	4.0	2.0	3.0	1.0
BOH78_4913					1.0			1.0
BOH78_4923	6.0	3.0	2.0	3.0	4.0	5.0	1.0	2.0
BOH78_4922	6.0	6.0	11.0	5.0	10.0	9.0	7.0	6.0
BOH78_4921	16.0	16.0	20.0	20.0	21.0	16.0	17.0	13.0
BOH78_4920		2.0	6.0	8.0	1.0	2.0		
BOH78_4927				1.0				
BOH78_4926	6.0	6.0	14.0	15.0	10.0	8.0	18.0	15.0
BOH78_4925	2.0	1.0	3.0	3.0	3.0	1.0	2.0	1.0
BOH78_4924				1.0	1.0			
BOH78_4893	170.0	146.0	207.0	154.0	202.0	164.0	337.0	174.0
BOH78_4892	23.0	13.0	22.0	18.0	22.0	9.0	18.0	16.0
BOH78_4891	6.0	3.0	5.0	6.0	9.0	3.0	1.0	4.0
BOH78_4890	8.0	10.0	13.0	10.0	6.0	10.0	9.0	9.0
BOH78_4897	3.0	3.0	5.0	5.0	4.0	2.0	5.0	5.0
BOH78_4896	1.0				1.0			
BOH78_4895	43.0	34.0	41.0	34.0	48.0	34.0	51.0	34.0
BOH78_4894	1.0	2.0	1.0	2.0		1.0	1.0	1.0
BOH78_4912			1.0	1.0	1.0		2.0	2.0
BOH78_4910	1.0					1.0		
BOH78_4911	4.0	5.0	5.0	6.0	6.0	3.0	6.0	2.0
BOH78_4909	1.0	15.0	29.0	27.0	2.0	9.0	9.0	21.0
BOH78_4908	4.0	4.0	4.0	5.0	3.0	2.0	3.0	3.0
BOH78_4905	7.0	5.0	6.0	4.0	4.0	6.0	5.0	5.0
BOH78_4907	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0
BOH78_4906	15.0	11.0	14.0	17.0	13.0	12.0	8.0	12.0
BOH78_4900	13.0	14.0	16.0	15.0	12.0	11.0	14.0	12.0
BOH78_4903	1.0		2.0		3.0	1.0		
BOH78_4902	1.0	1.0			1.0			1.0
BOH78_4888	1.0		1.0	1.0		1.0		
BOH78_4889	1.0	1.0	2.0	2.0	5.0	1.0	3.0	3.0
BOH78_4870	12.0	18.0	19.0	15.0	10.0	9.0	16.0	18.0
BOH78_4875	18.0	15.0	17.0	22.0	22.0	16.0	17.0	19.0
BOH78_4874	9.0	4.0	8.0	9.0	9.0	7.0	7.0	9.0
BOH78_4878	1.0	5.0	2.0	2.0	5.0	3.0	2.0	1.0
BOH78_4884	63.0	60.0	50.0	49.0	65.0	43.0	46.0	45.0
BOH78_4885	10.0	8.0	11.0	9.0	6.0	5.0	8.0	8.0
BOH78_4886	20.0	21.0	27.0	22.0	23.0	18.0	22.0	21.0
BOH78_4887	2.0	2.0	5.0	4.0	1.0		3.0	2.0
BOH78_4880			2.0				1.0	1.0
BOH78_4881					1.0		2.0	
BOH78_4882	4.0	1.0	1.0	3.0	4.0		1.0	
BOH78_4883	1.0		2.0		1.0	1.0	1.0	
BOH78_4857		1.0	1.0	1.0	1.0			
BOH78_4856	25.0	20.0	23.0	25.0	28.0	15.0	28.0	19.0
BOH78_4854	5.0	4.0	5.0	6.0	3.0	2.0	5.0	4.0
BOH78_4853	3.0	4.0	2.0	3.0	3.0	2.0	5.0	2.0
BOH78_4859	2.0	2.0	3.0	2.0	2.0	2.0	3.0	3.0
BOH78_4858	4.0	2.0	3.0	3.0	4.0	1.0	1.0	1.0
BOH78_4862	2.0	1.0	5.0	1.0	1.0	2.0	3.0	3.0
BOH78_4863	9.0	5.0	7.0	7.0	7.0	4.0	15.0	9.0
BOH78_4861	11.0	9.0	7.0	10.0	11.0	7.0	11.0	5.0
BOH78_4866					1.0			1.0
BOH78_4864	50.0	48.0	59.0	63.0	42.0	46.0	65.0	60.0
BOH78_4868	1.0	1.0	2.0	1.0	4.0	2.0	3.0	1.0
BOH78_4849	1.0	1.0	1.0					
BOH78_4846		1.0	1.0				1.0	2.0
BOH78_4835	41.0	38.0	37.0	38.0	48.0	35.0	40.0	40.0
BOH78_4834	26.0	25.0	21.0	25.0	18.0	21.0	20.0	19.0
BOH78_4837	109.0	93.0	88.0	95.0	93.0	97.0	67.0	76.0
BOH78_4831							1.0	
BOH78_4830	26.0	20.0	23.0	26.0	25.0	21.0	19.0	25.0
BOH78_4833	1.0							
BOH78_4817	12.0	10.0	15.0	14.0	16.0	8.0	13.0	13.0
BOH78_4819	192.0	164.0	179.0	174.0	216.0	187.0	149.0	156.0
BOH78_4818					2.0			
BOH78_4838			1.0					
BOH78_4829	5.0	4.0	2.0	2.0	5.0	3.0	4.0	3.0
BOH78_4826	1.0		1.0		3.0			
BOH78_4824	1.0				1.0		1.0	
BOH78_4825	2.0	1.0	2.0	1.0	3.0	2.0	2.0	1.0
BOH78_4822	1.0	1.0		1.0	1.0		2.0	
BOH78_4823	1.0		2.0		1.0	2.0	1.0	
BOH78_4820				1.0				1.0
BOH78_4821	12.0	10.0	14.0	14.0	12.0	8.0	7.0	12.0
BOH78_4813				1.0			2.0	
BOH78_4812	2.0			1.0	2.0	1.0	1.0	
BOH78_4811	38.0	35.0	34.0	35.0	25.0	26.0	46.0	38.0
BOH78_4815			3.0	1.0	4.0		2.0	3.0
BOH78_4804			1.0					
BOH78_4801	1.0	3.0	2.0	3.0	1.0	3.0	3.0	2.0
BOH78_4802	1.0						1.0	
BOH78_4803	5.0	2.0	7.0	3.0	6.0	2.0	2.0	3.0
BOH78_4808				1.0		1.0		1.0
BOH78_4794				1.0				
BOH78_4790				1.0				
BOH78_4791							1.0	
BOH78_4793			1.0	1.0			1.0	1.0
BOH78_4778	4.0	3.0	5.0	5.0	4.0	3.0	6.0	3.0
BOH78_4789	25.0	28.0	30.0	24.0	37.0	27.0	27.0	27.0
BOH78_4788			1.0	1.0	1.0	1.0	1.0	1.0
BOH78_4783				1.0				
BOH78_4782	6.0	4.0	5.0	5.0	6.0	3.0	2.0	6.0
BOH78_4781						1.0	1.0	1.0
BOH78_4780	4.0	5.0	7.0	6.0	4.0	4.0	8.0	6.0
BOH78_4787	3.0	2.0	4.0	3.0	4.0	1.0	1.0	4.0
BOH78_4785	5.0	3.0	3.0	4.0	5.0	4.0	3.0	6.0
BOH78_4784		1.0						
BOH78_4772					1.0			
BOH78_4773	21.0	19.0	16.0	17.0	22.0	18.0	21.0	20.0
BOH78_4770	7.0	3.0	5.0	4.0	4.0	2.0	5.0	5.0
BOH78_4771	40.0	33.0	37.0	40.0	36.0	20.0	32.0	40.0
BOH78_4776	4.0	3.0	6.0	3.0	3.0		3.0	3.0
BOH78_4774	12.0	9.0	13.0	13.0	17.0	10.0	12.0	9.0
BOH78_4758					1.0			
BOH78_4759	2.0	1.0	4.0	2.0	3.0	2.0	3.0	
BOH78_4753	2.0	1.0		3.0	2.0	2.0	3.0	2.0
BOH78_4754	1.0		2.0	1.0			1.0	
BOH78_4761			1.0	2.0	1.0		1.0	
BOH78_4763	5.0	4.0	5.0	6.0	9.0	4.0	8.0	5.0
BOH78_4769	25.0	18.0	15.0	21.0	19.0	11.0	21.0	23.0
BOH78_4741	9.0	4.0	3.0	4.0	9.0	5.0	2.0	2.0
BOH78_4738		2.0	2.0	2.0			2.0	5.0
BOH78_4736	1.0				2.0			
BOH78_4737	2.0		3.0	4.0				
BOH78_4734	6.0	5.0	11.0	7.0	4.0	6.0	10.0	6.0
BOH78_4735	6.0	4.0	7.0	4.0	2.0	5.0	3.0	1.0
BOH78_4732	1.0	1.0	1.0	2.0	2.0	1.0	2.0	3.0
BOH78_4733	3.0	2.0	2.0	1.0	2.0	2.0	3.0	1.0
BOH78_4747	3.0		1.0	3.0		3.0	3.0	3.0
BOH78_4745	2.0	4.0	4.0	3.0	2.0	3.0	4.0	4.0
BOH78_4743	10.0	11.0	16.0	17.0	15.0	12.0	3.0	10.0
BOH78_4748	6.0	7.0	7.0	6.0	8.0	5.0	7.0	10.0
BOH78_4728	2.0		3.0	3.0	2.0	3.0	1.0	4.0
BOH78_4725	13.0	10.0	16.0	14.0	13.0	12.0	16.0	15.0
BOH78_4724	13.0	12.0	13.0	12.0	13.0	15.0	13.0	12.0
BOH78_4727	5.0	2.0	4.0	3.0	5.0	1.0		1.0
BOH78_4726	23.0	23.0	29.0	24.0	14.0	15.0	27.0	25.0
BOH78_4722	1.0		1.0	1.0	2.0	1.0	1.0	
BOH78_4654	1.0		1.0		2.0		1.0	
BOH78_4657						2.0		2.0
BOH78_4656								1.0
BOH78_4653	31.0	26.0	24.0	36.0	28.0	24.0	18.0	26.0
BOH78_4652	1.0	1.0	1.0		1.0		1.0	1.0
BOH78_4646		1.0	2.0	1.0		1.0		1.0
BOH78_4647	2.0	3.0	2.0		3.0	2.0		1.0
BOH78_4644	11.0	6.0	5.0	7.0	15.0	5.0	8.0	6.0
BOH78_4645	1.0	2.0			1.0	1.0	1.0	
BOH78_4642	2.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0
BOH78_4643			1.0	1.0				
BOH78_4640	4.0	2.0	2.0	1.0	3.0	2.0	2.0	2.0
BOH78_4648	4.0	2.0	6.0	6.0	2.0	3.0	1.0	2.0
BOH78_4649	4.0	6.0	2.0	4.0	3.0	4.0	3.0	2.0
BOH78_4638	4.0	4.0	6.0	3.0	6.0	4.0	5.0	5.0
BOH78_4637	21.0	19.0	27.0	23.0	20.0	11.0	20.0	26.0
BOH78_4636	1.0	3.0	9.0	8.0	2.0	1.0	6.0	6.0
BOH78_4635	12.0	7.0	14.0	13.0	8.0	3.0	7.0	7.0
BOH78_4697	1.0	2.0	3.0	5.0	2.0	2.0	1.0	4.0
BOH78_4699				1.0	1.0	2.0		
BOH78_4698			1.0					
BOH78_4714							14.0	
BOH78_4715							7.0	
BOH78_4711					1.0	1.0	8.0	1.0
BOH78_4721							1.0	
BOH78_4703	9.0	7.0	6.0	5.0	9.0	7.0	2.0	5.0
BOH78_4702	1.0		1.0	1.0	1.0		2.0	1.0
BOH78_4707	4.0	3.0	3.0	5.0	6.0	6.0	8.0	5.0
BOH78_4705						1.0		
BOH78_4704	3.0	3.0	3.0	3.0	6.0	2.0	3.0	2.0
BOH78_4679	20.0	20.0	20.0	22.0	24.0	21.0	19.0	19.0
BOH78_4673	12.0	8.0	14.0	9.0	12.0	8.0	11.0	7.0
BOH78_4672	22.0	22.0	25.0	27.0	29.0	22.0	32.0	21.0
BOH78_4671	5.0	5.0	1.0	4.0	4.0	3.0	2.0	4.0
BOH78_4670							1.0	
BOH78_4675	8.0	9.0	8.0	14.0	15.0	7.0	5.0	11.0
BOH78_4674		1.0						
BOH78_4696	4.0		1.0		2.0			
BOH78_4676	8.0	11.0	11.0	6.0	9.0	7.0	6.0	10.0
BOH78_4689	4.0	4.0	6.0	2.0	5.0	3.0	3.0	2.0
BOH78_4667	4.0	2.0	3.0	4.0	2.0	3.0	4.0	4.0
BOH78_4682	13.0	15.0	12.0	12.0	16.0	15.0	11.0	11.0
BOH78_4681			1.0			1.0		
BOH78_4686	19.0	15.0	13.0	15.0	15.0	10.0	10.0	16.0
BOH78_4685	2.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0
BOH78_4688	10.0	10.0	8.0	9.0	13.0	11.0	4.0	9.0
BOH78_4610	1.0	1.0			1.0		2.0	
BOH78_4608	1.0		1.0	1.0	1.0		2.0	1.0
BOH78_4606	1.0		2.0	1.0			1.0	1.0
BOH78_4620	3.0	2.0	5.0	6.0	5.0	5.0	3.0	4.0
BOH78_4621	15.0	14.0	16.0	17.0	14.0	15.0	12.0	17.0
BOH78_4622	2.0	3.0	2.0	2.0	1.0	3.0		2.0
BOH78_4623	3.0	1.0	2.0	1.0	2.0	2.0	1.0	
BOH78_4625	7.0	7.0	6.0	6.0	8.0	6.0	5.0	2.0
BOH78_4626		1.0		2.0				1.0
BOH78_4627	3.0	1.0	3.0	2.0	1.0	1.0	5.0	4.0
BOH78_4628	5.0	4.0	4.0	4.0	2.0	5.0	2.0	3.0
BOH78_4629			1.0	1.0				
BOH78_4613	4.0	5.0	13.0	9.0	4.0	4.0	7.0	9.0
BOH78_4615						1.0	1.0	
BOH78_4614			1.0		1.0		1.0	
BOH78_4617	5.0	5.0	4.0	8.0	5.0	2.0	3.0	5.0
BOH78_4616				1.0	1.0			
BOH78_4602	25.0	23.0	35.0	32.0	14.0	14.0	24.0	26.0
